id,created_at,text
709414845653884928,2016-03-14 16:24:14,"""There are two kinds of Bosses. One who fires you, and the other who puts fire in you. Make sure you work for the later."" ~ Zeeshan Usmani"
709391470365679616,2016-03-14 14:51:21,"""Countries should rank on their capability to create, nurture and promote creativity."" ~ Ido… https://t.co/1gnPk7in6y"
709391155021127680,2016-03-14 14:50:05,"""Countries should rank on their capability to create, nurture and promote creativity."" ~ Ido Aharoni (ambassador of Israel to US)"
709390093899931649,2016-03-14 14:45:52,Americans trust #Amazon more than American Govt #SXSW #bestcountries https://t.co/EMqY6DCbHx
709385878880264197,2016-03-14 14:29:07,"Building the Perfect Country with Counsel General Israel,  Ambassador Ido Aharoni #SXSW #israel https://t.co/uOJA5Vdsj7"
709268296961531904,2016-03-14 06:41:54,https://t.co/snPj9cSddd
709138621735895040,2016-03-13 22:06:37,92 people got killed in US everyday for Gun Violence #SXSW #queryguns
709136381461848067,2016-03-13 21:57:43,#SXSW #queryguns let's start https://t.co/qOsEnkp9CP
709136107422818304,2016-03-13 21:56:37,Predicting Gun Violence Using Social Media. Happening Now #SXSW #queryguns https://t.co/vv7DXNKwk9
709113396386340864,2016-03-13 20:26:23,"We need to be the best version of ourselves at any time, while knowing we'll always remain Beta. Lifelong learning on racism at #SXSW"
709113263007600640,2016-03-13 20:25:51,"We need to be the best version of ourselves at any given point of time, while knowing we'll always remain Beta.... https://t.co/2aAa7eXlBx"
709112466568060928,2016-03-13 20:22:41,Acquiring the Customers happening now #SXSW https://t.co/LqehIsoWNg
709083595361615872,2016-03-13 18:27:57,Explore Cognitive Offerings by #ibmcognitivestudio #ibmwatson at #SXSW https://t.co/WkVDDVmynt
709067970597752833,2016-03-13 17:25:52,Anatomy of Cognitive Startup Workshop. Happening now #SXSW #ibmwatson #ibmcognitivestudio https://t.co/xFwV7rAmRX
709058956010905600,2016-03-13 16:50:03,Muslims r 2% of US. The % of audience at the only session about Islam is &lt; 0.002% of #SXSW If… https://t.co/V3a72gLXqN
709058693070004224,2016-03-13 16:49:00,"Muslims r 2% of US. The % of audience at the only session about Islam is &lt; 0.002% of #SXSW If you don't come, how do we become friends?"
709055806013054979,2016-03-13 16:37:32,RT @IbtihajMuhammad: I was just asked to remove my hijab at SXSW Registration for my ID badge.. I can't make this stuff up #SXSW2016
709055406086209537,2016-03-13 16:35:57,What's going on #SXSW?  I am just glad no one asked me to remove my beard :-) loving it here… https://t.co/bYN3dwYQdP
709045055697391616,2016-03-13 15:54:49,American Muslims. Taking back our religion. Happening now #SXSW #islam #özsultan https://t.co/XlFD1HR4bD
709043008566652928,2016-03-13 15:46:41,#SXSW https://t.co/oXYZlhg12A
709042872461426688,2016-03-13 15:46:08,#SXSW https://t.co/WwJ0FNIB89
709042739464245249,2016-03-13 15:45:37,My Personality Profile by #ibmwatson pretty accurate.  #SXSW #ibmcognitivestudio #predictifyme https://t.co/Pxxr6a8fUz
709042400375808000,2016-03-13 15:44:16,Meet pepper #SXSW #ibmcognitivestudio #ibmwatson https://t.co/fPcY1Z1Otw
708908928965353474,2016-03-13 06:53:54,"Mufti Saeed at World Cultural Festival, New Delhi, India - https://t.co/QntuarTuRf 
#WCF2016 #ArtofLiving #SriSri"
708908749495226368,2016-03-13 06:53:11,"Mufti Saeed at World Cultural Festival, New Delhi, India #WCF - https://t.co/QntuarTuRf #PTI #ImranKhan #WT20"
708906954228424704,2016-03-13 06:46:03,"Mufti Saeed at World Cultural Festival, New Delhi, India #WCF - https://t.co/QntuarBTZH https://t.co/T0MBqCrHpS"
708824545684094976,2016-03-13 01:18:35,"RT @WCF2016: Mufti Muhammad Saeed Khan, Islamic Scholar &amp; Founder of Madani Trust, Pakistan joins #WCFDay2 #WorldCultureFestival https://t.…"
708791567717376000,2016-03-12 23:07:33,Happening at #SXSW https://t.co/h2tfs18LhL
708786376217653252,2016-03-12 22:46:55,Keynotes at #SXSW https://t.co/Rylgi6pbt0
708783276207546368,2016-03-12 22:34:36,Up Next. The Future of Grocery Shopping #SXSW #wholefoods #walmart #amazon https://t.co/hVPPXv3vM8
708776857257308161,2016-03-12 22:09:05,Where everyone wants to be an Entrepreneur. #sharktank #SXSW kevinolearytv farnoosh @cheftimlove… https://t.co/sylxALWkUO
708771649827557376,2016-03-12 21:48:24,AI and Future of Recommendations. Q&amp;A Session #predictiveanalytics #bigdata #SXSW #pinterest… https://t.co/s4g4tNtfRr
708764997522997252,2016-03-12 21:21:58,AI and Shopping #SXSW #bigdata #predictiveanalytics https://t.co/049llYXa0A
708743951336005634,2016-03-12 19:58:20,#D #visualmktg
708742515357294592,2016-03-12 19:52:38,Finding the world's most valuable Instagram #SXSW #instagram happening now https://t.co/fWdpZcYMEU
708737545073512448,2016-03-12 19:32:53,#SXSW https://t.co/CYcGRxeowD
708725635389198342,2016-03-12 18:45:33,Spicy or No Spicy #SXSW https://t.co/Gvw0QpyEC8
708725465041805317,2016-03-12 18:44:53,Future of Media Companies happening now #SXSW https://t.co/Llin2AkYsk
708709123312001025,2016-03-12 17:39:56,Book signing The Happiness Project #SXSW https://t.co/1tCWr9FqQv
708708905203974144,2016-03-12 17:39:04,Book signing dateonomics #SXSW https://t.co/9yEYDlni15
708688934658826241,2016-03-12 16:19:43,#AskGenAllen.  Don't you think it's too late? How to cut the cord for Gen gap. What we are doing to block the propaganda beyond Twitter etc
708677111721107457,2016-03-12 15:32:44,Countering extremism in digital world #SXSW happening now https://t.co/IwwQrRw2CQ
708481467190534144,2016-03-12 02:35:19,#SXSW One day of learning is equals to One year in college
708473854385999872,2016-03-12 02:05:04,"RT @shivithukral: . Can't dispute #SriSri got a humanist like Mufti Md Saeed Khan from Pak for the gathering, look fwd to my meeting https:…"
708470770490544128,2016-03-12 01:52:49,Wonderful talk #SXSW #POTUS https://t.co/7bKWNPijVn
708469794207637508,2016-03-12 01:48:56,President Obama #SXSW #POTUS
708383114414977024,2016-03-11 20:04:30,Learning new things happening now #SXSW #adobe https://t.co/c4rUbHrV9h
708374454192181248,2016-03-11 19:30:05,With the connected world of big data and IoT. Do you think we will create a more divided world… https://t.co/OLqis1t15v
708374046661017601,2016-03-11 19:28:28,With the connected world of big data and IoT. Do you think we will create a more divided world with less human engagement? #SXSW #POTUS
708364652560949248,2016-03-11 18:51:08,Under the skin. Under Armor is the best #SXSW https://t.co/SsVkOgyK5p
708362883223183361,2016-03-11 18:44:06,HoloLense by Microsoft. Marketing under the skin session #SXSW https://t.co/VzUMu5Jesb
708360239549128706,2016-03-11 18:33:36,Marketing under the skin. IoT inside your body happening now #SXSW https://t.co/vq0rD6QMH5
708347688354516992,2016-03-11 17:43:44,While @rayidghani makes a lot of sense I m afraid commercial world will build the apps first and… https://t.co/oGOvaQ3hRD
708337765566586880,2016-03-11 17:04:18,Big Data and AI Happening Now #SXSW https://t.co/ZeCco0xsoD
708333171604131840,2016-03-11 16:46:02,Big Data and AI with Rayid Ghani #SXSW https://t.co/Lv7YvpXo7o
708333024375603200,2016-03-11 16:45:27,Big Data and AI with Rayid Ghani #SXSW https://t.co/chWa120S11
708327567883968513,2016-03-11 16:23:46,Mentorship Secrets with CapitalOne #SXSW https://t.co/oMkxukbQro
708327064286453761,2016-03-11 16:21:46,Mentorship Secrets with CapitalOne #SXSW https://t.co/OTCAaKq6kc
708326933977628672,2016-03-11 16:21:15,Mentorship Secrets with CapitalOne #SXSW https://t.co/V9mj3T1kem
708136561204981760,2016-03-11 03:44:47,Reading #SXSW https://t.co/nocglUhAHV
708107249705738244,2016-03-11 01:48:18,Prayers timings at #SXSW https://t.co/gnFWuoAtAo
708105876091998208,2016-03-11 01:42:51,@wrangulars no
708079426928517120,2016-03-10 23:57:45,What sessions to attend? #SXSW https://t.co/1vAJC0GeTE
708059405447729153,2016-03-10 22:38:12,Halal food at #SXSW   Nothing can be better https://t.co/KAcRqoGJuF
708058034296250371,2016-03-10 22:32:45,Loving the collection #SXSW https://t.co/zMFBadx1Xs
708057717496291328,2016-03-10 22:31:29,#SXSW reading and reading https://t.co/JKYM28lqps
708038576592838656,2016-03-10 21:15:26,#SXSW more books to read https://t.co/2azTJhZdKt
708038390348959744,2016-03-10 21:14:41,#SXSW I will be meeting authors of all of these books :-) https://t.co/zjCvBI8oMc
708037334894247936,2016-03-10 21:10:29,#SXSW ready set go https://t.co/UaUTf6jrDN
708035137460682752,2016-03-10 21:01:46,Registration #sxsw https://t.co/eE13hnGPOI
707762961427931138,2016-03-10 03:00:14,@irfan0k yes
707729011229720577,2016-03-10 00:45:19,Wonderful Read https://t.co/E0r9peHo3W
707641760579768320,2016-03-09 18:58:37,Reading ... https://t.co/II7fLyjErU
707604248842776578,2016-03-09 16:29:34,https://t.co/GOWG33GEgD
707253503979339778,2016-03-08 17:15:50,"My latest book کسک  - سچائی سے ماخوز جھوٹی کہانیاں. NOT FREE, Give 200 Rs to anyone in need  https://t.co/WDXuy4ukoH https://t.co/bmL6IiorLu"
706960032521428993,2016-03-07 21:49:41,Reading ... https://t.co/jCiAhOYJKd
706958870611161089,2016-03-07 21:45:04,Kung Fu Panda 3 https://t.co/tGTmPkzVX6
706957742477615104,2016-03-07 21:40:35,#lettucebeekids https://t.co/piVq7nQrrq
706957595387535360,2016-03-07 21:40:00,Just posted a photo https://t.co/hn6AWAQlCQ
706955154235518981,2016-03-07 21:30:18,Just posted a photo https://t.co/9etGS12N1Q
706628773249204224,2016-03-06 23:53:22,"My shortest story :-)

تہذیب 
ذیشان الحسن عثمانی 

میری بیوی مجھے جوتوں سے مارتی ہے ،
تہجّد پہ اٹھانے کے لئے"
706522932948934656,2016-03-06 16:52:48,https://t.co/WYxlSuVl1b https://t.co/BewJxHTtNx
706522898215870464,2016-03-06 16:52:40,https://t.co/WYxlSuVl1b
706515621438222336,2016-03-06 16:23:45,"PDF of my novel جستجو کا سفر. It's NOT FREE, Give 200 Rs to any needy person and its yours - https://t.co/FZ5AFfz3zV https://t.co/l5GoOuyWbK"
706294558762647552,2016-03-06 01:45:19,"Here is the complete PDF copy of my novel. It's NOT FREE, you have to give 200 Rs to any needy person of your choice https://t.co/FZ5AFfz3zV"
705584322867306497,2016-03-04 02:43:06,"ستارے کانپ کر پلکوں سے دامن میں اتر آئے 
چراغاں میں سنی ، میرے خدا نے داستان میری"
705558671875514369,2016-03-04 01:01:10,"Looking for Reviewers for JDMS Special Issue, Let me know if it falls under your areas of expertise and you can... https://t.co/qso6cWfwyy"
705530483896098818,2016-03-03 23:09:10,"Anyone in Austin., TX?"
705487883101184000,2016-03-03 20:19:53,Anyone going to SXSW in Austin this month?
705199430899785728,2016-03-03 01:13:40,"بھٹکتے ہیں سبھی دشت انا میں 
دعاؤں کے اثر کو کون سمجھے ؟"
705198963293601792,2016-03-03 01:11:49,کتنے افسوس کی بات ہے نہ کہ داڑھی سفید ہوجاۓ اور دل کالا رہ جاۓ
705147836472676354,2016-03-02 21:48:39,RT @FryRsquared: Well would you look at that. Our terrorism paper https://t.co/pBGvjcZDmB has a write up in the Washington Post today https…
705070959917662208,2016-03-02 16:43:11,Do Read - https://t.co/XJy2X1Ikj8 https://t.co/27lkptvT0u
703592759807123456,2016-02-27 14:49:20,"Like women protection bill, we should have a bill for Pakistan Cricket Team Protection too, Yar there is a... https://t.co/iSFaes3SeS"
702888759394750464,2016-02-25 16:11:53,https://t.co/ljniASBkQ4 https://t.co/8jZLNHr2Y2
702888596093722626,2016-02-25 16:11:15,https://t.co/sjHBCVaDIg https://t.co/imbQe26dGZ
700496381753106432,2016-02-19 01:45:26,Team Predictify in Sri Lanka for a client project
700347507214307329,2016-02-18 15:53:52,https://t.co/iTZh2rpzbR https://t.co/2PhlGO9OD2
699410025593311232,2016-02-16 01:48:39,https://t.co/FzlhNwkze9 https://t.co/AmWP4qbJPP
698640983295205376,2016-02-13 22:52:45,"Dedicated to Valentine's Day

محبت

ذیشان الحسن عثمانی

آج دنیا بھری پڑی ہے، محبت کے دعوے، محبت کی رسمیں، محبت... https://t.co/N81QV7rDjn"
698263948106330112,2016-02-12 21:54:33,https://t.co/J77HnVt8SC
698127859865485313,2016-02-12 12:53:47,https://t.co/C2MUTH7kFz
698026956617453569,2016-02-12 06:12:49,"ڈِزایبلٹی - Disability

ذیشان الحسن عثمانی

ڈِزایبلٹی کی تعریف اُس حالت سے کی جاتی ہے جِس میں انسان کی سوچنے،... https://t.co/TytozJOhvT"
698026613280104448,2016-02-12 06:11:27,Met with Rehan Allahwala today. I am amazed how deep he is. Never judge a person from his look or from his... https://t.co/qJDYQ9RcIc
697805301723037696,2016-02-11 15:32:03,https://t.co/arKC6aXHyq https://t.co/zOmuhGV2BE
697499637683523585,2016-02-10 19:17:27,@jsyoo525 sure
697175841558687745,2016-02-09 21:50:48,"First time ever, 90 scholars from Arab countries have translated Babylonian Talmud in Arabic with 6 years of hard... https://t.co/cIreZFESk0"
696820989099958272,2016-02-08 22:20:44,https://t.co/xlrhY8lmHM https://t.co/taZA8D8et6
696622328789254144,2016-02-08 09:11:20,"جیت

ذیشان الحسن عثمانی

منوچر جاویدی سے عبداللہ کی نئی نئی دوستی ہوئی تھی۔ عبداللہ کو اُس میں ہمیشہ ایک گھاک... https://t.co/qTmNqYAJ4I"
696435319005167616,2016-02-07 20:48:13,نیکی کرنے سے نیکیاں اور گناہ کرنے سے گناہ کرنا آسان ہوجاتا ہے .
696379473604841472,2016-02-07 17:06:19,تعوذ سے بڑا تعویذ کیا ہو
695311520557834241,2016-02-04 18:22:39,"There is nothing more ""Strategic"" than Namaz when it's time. If you don't agree you have no idea what Strategy means."
695238023517229060,2016-02-04 13:30:36,https://t.co/fqSJtUcVdy https://t.co/E3pcx1gznh
695073528970919936,2016-02-04 02:36:57,Get the ebook now! https://t.co/sgeXBtk2OF
694322431742365696,2016-02-02 00:52:22,"اعتماد

ذیشان الحسن عثمانی

تمثیل چوہدری کا نام پورے ملک میں پروفیشنل ٹرینرز میں سرِفہرست تھا، کوئی یونیورسٹی یا... https://t.co/EovVTbk6Gz"
694000859034861568,2016-02-01 03:34:33,"نیا راستہ

ذیشان الحسن عثمانی

کامیابی اور اس کی مانگ ہمیشہ ایک جیسی ہوتی ہے، دنیا کا ہر شخص ""بڑا آدمی"" بننا... https://t.co/VugfSu6g93"
693871080163905536,2016-01-31 18:58:51,Naya Rasta - https://t.co/Uasjmi5IPq https://t.co/pluzjrMkiS
693678449051967488,2016-01-31 06:13:24,"That's an awesome idea, will try to save some money to buy her collection, she looks like my twin sister :-) -... https://t.co/nUZJ5t48Uy"
693527932803928064,2016-01-30 20:15:18,UFOs enthusiasts pick your side. CIA has declassified their cases -... https://t.co/nYSQe0DqTE
692937536767934469,2016-01-29 05:09:17,"Mentor

ذیشان الحسن عثمانی

آج کل مینٹرز رکھنے اور بننے کا شوق اپنے عروج پر ہے، ہر طالب علم چاہتا ہے کہ کوئی دس... https://t.co/dmlXOFwvxg"
692884425504219136,2016-01-29 01:38:14,"سورج کو ابھرنے نہیں دیتا تیرا حبشی 
بے زر کو ابو زر تیری بخشش نے کیا ہے
خالق نے قسم کھائی ہے اس شہر امان کی 
جس... https://t.co/ONjoSoGn1W"
692833329964421120,2016-01-28 22:15:12,@allanation428 what's your email. I can send u the list
692314289831546880,2016-01-27 11:52:43,https://t.co/gNPA0A7umV https://t.co/aUTVB7irJ3
692146704959799298,2016-01-27 00:46:48,Very interesting book with a chapter on Islam.
692142795755278336,2016-01-27 00:31:16,اپنی زبان، عہدے ، طاقت اورعقل کا استعمال کرتے ہوئے دوسروں کو لا وارث نہیں سمجھا کریں ، لاوارث تو وہ ہوتا ہے جسکا کوئی رب نہ ہو.
692141718960017408,2016-01-27 00:26:59,رسالت پناہ حضرت محمّد مصطفیٰ  ﷺ کی سیرت اور مناقب کا بیان الله سبحانہ و تعالیٰ کی سنّت ہے .
691534235367247876,2016-01-25 08:13:04,Data Science Safari: A Fun Trip of Sri Lanka https://t.co/hkZEyvDoqL
691151705396899840,2016-01-24 06:53:02,@StartUpHats hi. Love to meet you. Can I have your email add plz?
690369250981199872,2016-01-22 03:03:50,Good one https://t.co/dQtmDIBUgf
689981340616376322,2016-01-21 01:22:25,"گناہ

ذیشان الحسن عثمانی

جتنا ذکر ہمارے معاشرے میں گناہوں کا ہوتا ہے اتنا اگر نیکیوں کا ہو جاتا تو شاید سارے... https://t.co/G3tmQvL60Y"
689962047153573888,2016-01-21 00:05:45,Yahoo releases 1.5 TB of data for Machine Learning geeks - https://t.co/r4vslAjOZ3
689961299711807488,2016-01-21 00:02:47,How to detect a Fake Data Scientist - https://t.co/Cq1ypSnSnf
689864295497203712,2016-01-20 17:37:19,@gmb2005 zusmani78@gmail.com
689645391806087168,2016-01-20 03:07:29,"کسی الله والے کو کبھی یہ نہیں کہتے سنا کہ ""میں کہاں جاؤں ."""
688450107742773248,2016-01-16 19:57:51,"""مَن الرَبّکَ""

ذیشان الحسن عثمانی

تمہارا رب کون ہے؟ یہ ایک سوال ہے جو ہر اِنسان و جن سے کم از کم ایک بار ضرور... https://t.co/iBiqgyAEJE"
688192266603634688,2016-01-16 02:53:17,"گلی کے بچے

ذیشان الحسن عثمانی

گلی کے بچے (اِسٹریٹ چلڈرن) دنیا بھر اور اقوامِ متحدہ کی توجہ کا خصوصی مرکز بنے... https://t.co/CqzJe4YFfe"
687708577822294016,2016-01-14 18:51:16,"امریکہ

ذیشان الحسن عثمانی

ملک کا غدّار ہے امریکہ کا جو یار ہے، ہائے ہائے امریکہ، بائے بائے امریکہ.  اور اس جیسے... https://t.co/W3ShfGwAsv"
687486845874245633,2016-01-14 04:10:11,"بیلنس لائف

ذیشان الحسن عثمانی

بیلنس لائف، یعنی کہ زندگی میں وقت کو صحیح طرح سے تقسیم کرکے گزارنا ایک مفید اور... https://t.co/cfd6aBB8oS"
687353740416823296,2016-01-13 19:21:16,https://t.co/mqS5gvT605
684610560005148672,2016-01-06 05:40:51,"Data Sciences, ISIS and Predictions for 2016 - https://t.co/9SZka0Ftp6 https://t.co/dm3OZGAbC3"
684602048734703616,2016-01-06 05:07:02,@NMenonRao Hi Amb. Rao. Can I have your email please? We met at BIARI
684519025037193216,2016-01-05 23:37:07,"Data Sciences, ISIS and Predictions for 2016 - https://t.co/6z28POjWlc
#DataScientists @DataScienceRJ"
684517802766659585,2016-01-05 23:32:16,گناہ پہ ہمّت باندھنے والے انسان کے پاس کبھی دعا تک مانگنے کی طاقت نہیں رہتی. الله معاف کرے ، اسکی رحمت عجیب ہے ،... https://t.co/05GEcBlKaN
684204017258508288,2016-01-05 02:45:24,"@MubashirZaidi sahib. If it was the only piece you had produced in lifetime, would have been enough.  Salute:-) https://t.co/0tyQQsGA6t"
682645211395260416,2015-12-31 19:31:15,"""خود سے اٹھوگے تو خدا تک پہنچو گے."" نئے سال کی نصیحت ، مفتی سعید خان صاحب"
682643370867585024,2015-12-31 19:23:57,"My New Year Resolution ""Become Insan."""
682302559223177216,2015-12-30 20:49:41,https://t.co/TAJyq2gRw3
682294493740199936,2015-12-30 20:17:38,@tparvez633 sir my email is zusmani78@gmail.com
682250945389027329,2015-12-30 17:24:35,https://t.co/B26pzZk8c1 https://t.co/juyu8nEcUD
682169539371642880,2015-12-30 12:01:06,"لال بتی

""ذیشان الحسن عثمانی""

لال بتی، سفید بتی، ہری بتی، پیلی بتی، پھر لال بتی اورمسلسل لال بتی۔  پھر لمبی... https://t.co/4yriY1GCr0"
681722756447236096,2015-12-29 06:25:45,"مِیلاد النبی ﷺ

ذیشان الحسن عثمانی

عبداللہ کے ریسرچ پراجیکٹ کی ڈیڈ لائن قریب تھی۔ ساتھ ہی میں کتابوں کا ایک ڈھیر... https://t.co/M0ojM7RH6I"
681301024682962944,2015-12-28 02:29:56,Top 12 English Books for the year 2015 https://t.co/IGkh8TE966
681300952045977600,2015-12-28 02:29:39,Top 5 Urdu Books for the year 2015 https://t.co/Y2Y2QzXDif
680724355568037892,2015-12-26 12:18:28,"RT @PakUSAlumni: #PUANin2015: #Fulbright alum @zeeshanusmani initiated the Pakistan Safe Schools Project
RM:https://t.co/TffwMAEW7I https:/…"
680610638322864128,2015-12-26 04:46:35,@MubashirZaidi What's your email Sir?
680603867139207168,2015-12-26 04:19:41,"معلوم ہے اتنا کے ہمیں کچھ نہیں معلوم 
جانا ہے کے کیا جانے گا جو جان گیا ہے"
678438400899342340,2015-12-20 04:54:54,https://t.co/W7FKGd5seL
678423110698188800,2015-12-20 03:54:08,"RT @PredictifyMe: Portrait of ISIS Recruit From The West By @zeeshanusmani @byHeatherLong @CNNMoney #ISIS 
https://t.co/p2cIOhHzt4 https://…"
678385513376702464,2015-12-20 01:24:44,"Comparing Graphs in Quasi Polynomial Time? Damn, If that's true, I am not sleeping for a month -... https://t.co/lCXvlHT72v"
678047850677313536,2015-12-19 03:02:59,"Trust doesn't exist anymore, at best what you have is an illusion that you know someone :-("
677601598919454720,2015-12-17 21:29:45,10 Machine Learning algorithms explained to a Soldier -  Good one - https://t.co/pDehg98xA5
677548901289848833,2015-12-17 18:00:20,Reading and Highly Recommended. https://t.co/K5WcGTFbf9
677544620700528641,2015-12-17 17:43:20,"You can delegate the work, but not Accountability."
677543749027672064,2015-12-17 17:39:52,Foundations - https://t.co/XF4tmWfvcv
677361366206799873,2015-12-17 05:35:09,RT @robertoglezcano: The #DataScience Industry:Who Does What @DataScienceCtrl https://t.co/xy7EcPZbdC #DataScientists #BigData #analytics h…
